Hotel_Name,review_title,review_positive,review_negative,Reviewer_Score,date
"
Hotel
Crowne Plaza Liverpool - John Lennon Airport
","
Lovely clean & comfortable room, hotel staff really friendly.
",During these difficult times & not being able to use the restaurant we had breakfast delivered to our room by a really lovely gentleman. The breakfast was cooked well & tasted lovely & came at the time we requested.,, 10 ,"
February 2021
"
"
Hotel
Crowne Plaza Liverpool - John Lennon Airport
","
Pleasently surprised. Food service was very good and the staff were excellent!
","Given the current pandemics impact to resturant facilities, the breakfast was very good. Certainly plenty of choice.","The WIFI dropped out on several occasions, which was a pain, but not a major issue.", 9.0 ,"
February 2021
"
"
Hotel
Crowne Plaza Liverpool - John Lennon Airport
","
We loved this hotel despite all the niggles. Next time I will specify 1 double and 2 singles.
","Breakfast was nice, a little late and no butter. 
Evening food was good, but the extra soup ordered at 9:30 arrived at 11 and room service had to wake my son to give it to him!","See above.
I put my home number in at reception and wasn’t able to access the menu or WiFi!
The rooms were very hot and the regulator didn’t work. 
The plastic cutlery was poor quality and broke quickly- especially hard for the children. How about bamboo instead?
No kids meals on the menu.
We had a quad room but weren’t able to separate either bed into 2 singles. Quad room but only towels for 2. 
My son commented that his room looked like it could communicate with the room next door. Thus wasn’t an option when booking via booking.com. We would have chosen 2 communicating rooms if we had known.", 8.0 ,"
February 2021
"
"
Hotel
Crowne Plaza Liverpool - John Lennon Airport
","
Covid 
","I couldn't remember our numberplate for our car, we got £100 parking charge fine as I hadn't told the man on the dest at check in","It was the night we went into lockdiwn 3 the staff were as helpful as possible 
", 7.0 ,"
January 2021
"
"
Hotel
Crowne Plaza Liverpool - John Lennon Airport
","
Exceptional
",Great place to stay during current restrictions! Felt very secure. Room service food was good. I had an excellent steak! Staff were great.,, 10 ,"
January 2021
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Highly recommend
",The total venue and experience was excellent - great to be able to access the grounds without all the crowds . The breakfast and service was awesome. The meal we had at the pub Henry VIII was terrific,, 10 ,"
July 2019
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Exceptional
","Beautiful grounds and entry to the castle was wonderful. We hope to return in non-Covid times.
Thank you x",, 10 ,"
October 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Very good
","The location is stunning, we stayed on a Mon/Tues night so we had Hever Castle and the grounds all to ourselves as it wasn't open to the public. You get your own audio tour in the morning of the castle which was fantastic. We were in the Anne Boleyn wing on the first night, which has a great view of the castle, and some brilliant modern features in the bedroom, especially the shower. We then moved to the Astor Wing on the second night, in which we had a spectacular room with real old world charm. Can highly recommend the Henry VIII pub for dinner in the evening.","There was a bit of confusion with our booking and the room we'd book wasn't available when we arrived. But we were put up in another lovely room, and then were able to move to our room in the Astor Wing the next day.", 8.0 ,"
November 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Loved our stay here and would  re-book in a heartbeat
",Fantastic accommodation and staff who couldn't have been more helpful or more friendly. A great relaxing couple of days,, 10 ,"
October 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
A wonderful few days seeing beautiful historic buildings and lovely gardens.
","Staying at Hever Castle was exceptional because of the beautiful historic buildings, gardens, lake and parklands with so much to do and see on our short visit. The Castle itself was fascinating and the recorded commentary was very interesting and informative. Breakfast was a treat in a large dining room with many fine historical features, a truly magnificent fireplace, and lovely views.",The toiletries in the bathroom were not replaced and the shower-cap box was empty and we had to ask for them., 10 ,"
October 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Excellent stay
","Really nice location for a short break. Lovely  night time views of the castle and exceptional service provided throughout our stay and visit.
Thanks! ",, 10 ,"
November 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
We really enjoyed our stay, our tour of the castle and wandering around the beautiful grounds.
",The room was clean and the style of furniture in keeping with the castle experience. The king size bed was comfortable and the bathroom was excellent. The breakfast was nice and all the staff were helpful and friendly.,Nothing really., 9.0 ,"
November 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Wonderful place to stay, very quiet and tranquil with beautiful surroundings.
","Lovely place to stay, the staff were really friendly and welcoming.  We thoroughly enjoyed the complimentary visit to the castle, it was very interesting and the grounds were lovely.  Nice restaurants nearby to eat, the Henry V111 and the Wheatsheaf.",N/A, 10 ,"
November 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
very good 5 star
",very good,ordering of drinks was a not very thoughtout system and could do with improvment, 10 ,"
November 2020
"
"
Country house
Hever Castle Luxury Bed and Breakfast
","
Amazing
","Wonderful shower in our room 
Fabulous breakfast",Nothing, 10 ,"
November 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Great stay.
",The waitress Kim's performance was impressive 5⭐,The environment and atmosphere was fantastic. Staff very friendly and professional. , 10 ,"
October 2019
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
The only place to stay for brands hatch circuit
","Love the reception staff, always there to try their hardest to make everything as easy as possible through trying times.",I think the rooms need refurbishing , 9.0 ,"
February 2021
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
We are happy with our stay.
",Nice and clean.,, 8.0 ,"
December 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Very good
",Fantastic location,, 8.0 ,"
October 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Great hotel 
","Great hotel  , facilities and food was good",Nothing , 8.0 ,"
October 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
VERY GOOD VALUE AND FACILITIES!!
",I liked the spa and facility you are given when you sleep in! Very spacious and Covid friendly and clean and posh and modern 100% recommend ,£10 for parking and no robes so had to rent 2 for £10 not very good! And corridor slept like cigarettes probably one of the neighbours. Treatments were all out , 7.0 ,"
October 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Superb
",Great atmosphere and friendly staff. ,"For a lovely location, car park should be inclusive with the hotel fee and not be charged ", 9.0 ,"
October 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Very good
",The hotel was nice and quiet. The check-in process was quick. The room was clean and comfortable. We enjoyed visiting the pool. The pool was lovely and quiet. The sauna had to be booked but of course that is to be expected with covid. However there were lots of free slots. We didn't visit the restaurant so can't comment on that. ,, 8.0 ,"
October 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Very good
","Nice clean room. Access to the pool and jacuzzi. We only stayed for one night, but this hotel was great! ",That I had to pay £10 for parking!! , 8.0 ,"
October 2020
"
"
Hotel
Mercure Dartford Brands Hatch Hotel & Spa
","
Great location very clean 
","Literally at the entrance to Brands Hatch race track, so perfect for us as we went for the FF festival. Spacious rooms, good facilities and very clean! Breakfast was good too. We didn’t get time to use the sauna unfortunately. ","The heating was difficult to get working (digital & spanner light flashing) but there was a heater and 2 room fans in the wardrobe, so was all good. ", 8.0 ,"
October 2020
"
"
Hotel
Holiday Inn Express London - Dartford
","
Dartoford stay
","Near to the city centre by bus it was only 10 minutes, staff was nice and polite, beds were comfortable, room and bathroom were clean , in a word very nice and cosy hotel",, 10 ,"
March 2019
"
"
Hotel
Holiday Inn Express London - Dartford
","
Good
","I have stayed in this Hotel many times and always found it to be , good , clean and friendly the reason why I return.","On this occasion, I know we are in the middle of lockdown, but I have stayed in other hotels that are dealing with the situation far better.
In the room there was no confirmation that the equipment had been sanitised,  the TV remote control etc. 
However, my main issue was with the food, to be expected to eat a meal from a cardboard box with a wooden fork / spatula I thought was unacceptable. 
The cost of the food was at FULL restaurant prices , but was not at the same quality of service, the cost of £5 for a extremely small ice cream was also unbelievable. 
Should I stay here again I will not be using the restaurant facilities.
Please also note: Room 19 appears to be directly under the staircase therefore all you hear all night is people banging up and down.", 7.0 ,"
March 2021
"
"
Hotel
Holiday Inn Express London - Dartford
","
Superb
","Nice welcoming Staff, comfortable room and lovely breakfast ",Nothing , 9.0 ,"
February 2021
"
"
Hotel
Holiday Inn Express London - Dartford
","
very clean and good service
",basic breakfast in a bag. it was ok but could of been better. due to covid is the usual excuse.,, 8.0 ,"
January 2021
"
"
Hotel
Holiday Inn Express London - Dartford
","
Excellent hotel for a reasonable price fairly close to the city centre.
","Cleaness, comfort.",Nothing., 9.0 ,"
February 2021
"
"
Hotel
Holiday Inn Express London - Dartford
","
Pleasant
","Wifi is good, comfort is good and heating/cooling is good. I like that the room came with an iron, ironing board and hair dryer. TV was good. Shower/bathroom experience was good. Staff were nice and approachable.","We did a long stay. Our room was never cleaned, even when we indicated by putting the sign on our door handle. Our room was ignored. In the end, we had to bag up the trash, put it in the corridor for it to be attended. We also had to track down a cleaner to get tissues and new towels. At some point, we had to ask to be moved to a different room just to have a clean room. We were told they had limited cleaners due to the lockdown. But still...", 8.0 ,"
January 2021
"
"
Hotel
Holiday Inn Express London - Dartford
","
Very good
","Staff's,  breakfast, good location l",Nothing , 8.0 ,"
January 2021
"
"
Hotel
Holiday Inn Express London - Dartford
","
Very good
",Staffs very helpful ,None, 8.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express London - Dartford
","
Very good
",,The breakfast was awful, 8.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express London - Dartford
","
Superb
",Friendly staff always there to assist,, 9.0 ,"
December 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Exceptional
",Property was lovely.. breakfast not so great but they did give us a refund as it was extra busy/ not enough staff.. dinner was amazing! Room lovely and comfy.. beautiful hotel.. well worth the money ,Spa time slots.. needs to be explained as people she would assume they can use spa all day.. it’s a good way of doing it as doesn’t get busy I’m spa but needs to be explained on booking , 10 ,"
January 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Amazing hotel 
","Beautiful rooms and great location 
","Not the cheapest 
", 10 ,"
October 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Amazing, will definitely be going back at sometime.
","Breakfast and dinner were amazing. Chauffeur provided to take you around. Room was gorgeous, bed and sheets so comfy",Liked everything provided but would have been nice if there had been beauty treatments available for when your husband playing golf., 10 ,"
September 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Exceptional
",Everything!,, 10 ,"
October 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Discreet & romantic but few little things did disappoint
",I loved the atmosphere the discreet location and just the vibe from the whole venue really felt special and could’ve been anywhere in the world.,"There was two wet dirty dressing gowns left in our room, I thought the Korean cowgirl was extremely disappointing considering the hype around the fire pit it really did feel like a cheap pub dinner which wasn’t ideal as the rest of the hotel was 5*, Also our room didn’t contain any slippers so when we went swimming we had to wear our trainers to the pool which again wasn’t ideal we also only had an option to have breakfast delivered to the room at 0745 which arrived at 0715 which was extremely early than we liked and wanted. Other than that considering the pandemic I was satisfied but for the money we paid a few little things did dent our stay if I’m honest.", 8.0 ,"
November 2020
"
"
Hotel
Cave Hotel near Canterbury
","
In summary it was very romantic and relaxing and I highly recommend to everyone!
","The bed was so comfy, had a lovely view of the golf course and they even gave us an anniversary card and some macaroons in our room on arrival which was a lovely touch! The room itself was so snazzy with buttons to open the curtains and change the lighting from your bed! The staff couldn’t do more for you from getting us fresh towels and flip flops","The service in both the firepit restaurant and cave bar/Korean cow girl wasn’t amazing, it was slow and took us 40 minutes after asking  to get a dessert menu, they weren’t particularly friendly and I even saw a couple of tables get up and leave after not being seen to", 10 ,"
October 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Exceptional
","The atmosphere and staff were amazing 
Rooms were clean and amazing ",, 10 ,"
November 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Cosy contemporary stay, the perfect pre lockdown birthday treat
","We loved the contemporary and uniqueness of the hotel. I find it difficult to get quality Asian food here in Kent, we were not disappointed. Fire pit restaurant was superb! Would love to come back one day in a post lockdown world.",As a tea drinker I was disappointed by the lack of kettle in the room only a coffee maker which makes everything taste like coffee., 9.0 ,"
November 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Exceptional
","It was like a dream, such an amazing experience to stay in a luxury hotel where it’s clear that every tiny detail has been perfected to such a high standard. Will cherish how lovely every meme we or staff were and how comfortable they made us feel, 10/10 without a doubt.
",, 10 ,"
November 2020
"
"
Hotel
Cave Hotel near Canterbury
","
Exceptional
",Amazing hotel we will be back. Comfiest bed ever. would defiantly recommend ,, 10 ,"
November 2020
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Exceptional
","Great service. Jonny in the bar was very helpful and polite. The view from the ground floor to the sea is great on a sunny day. 
Our room was small but adequate and the bathroom very modern. Best shower on our trip!",Having to pay extra for tea and coffee at breakfast , 10 ,"
September 2019
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Thank you
",Great thank you,N / a, 8.0 ,"
March 2021
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Had to go to Dover. Very convenient for why I was there.
","Very nice facilities in room, and when the television didn't work someone came straight up and sorted it out. They tried hard on the breakfast, but Covid meant it didn't quite work. I look forward to coming back in normal times.","It was far too hot! I reduced the room temperature as far as it would go as soon as I arrived, but even the second night I didn't need the bedclothes. In February!", 8.0 ,"
February 2021
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Superb
",,The fact I had to leave , 9.0 ,"
February 2021
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Excellent - just what I needed before catching the ferry
",Lovely old building with wonky floors - charming! Exceedingly comfortable bed. Desk to work on and bath to soak in - all make for a perfect t stay in my book!,"Not the hotel’s fault - just a bit isolating staying during the pandemic but, of course, that is the same for any hotel", 8.0 ,"
February 2021
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Very good
",The location for the port is ideal,"Nothing to do with the hotel just the covid situation, meals delivered to your hotel room not ideal", 8.0 ,"
December 2020
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Very good
",We stayed during a difficult time(COVID) and the staff made our stay as pleasant as possible ,, 8.0 ,"
December 2020
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Very poor choice of food
","Unfortunately with the hotel in tier 3 the food was extremely limited and if you did not like spicy food, pizza or burgers then it would be hard to find something you liked.",Food, 7.0 ,"
December 2020
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Good
",Good service clean rooms room service only all good ,"My only negative is the rooms are cold the heating is off in the rooms.  I reported this to the reception as I stay here often and recently the rooms have been cold.  This is an old building the windows aren’t double glazed and the doors aren’t draught proofed.  The heating took for ever to come on and I was cold through the night despite plugging in a small oil radiator that was in the room.  In the morning, none of the plug sockets worked and the tv wouldn’t come on I think a fuse had blown somewhere.
I was leaving very early so didn’t get the chance to report this to the staff
", 7.0 ,"
December 2020
"
"
Hotel
BEST WESTERN PLUS Dover Marina Hotel & Spa
","
Love to go back
",Some of staff were great - could not be more helpful.  Restaurant was great.  Location is perfect.  Ask re car parking before you pay as they have spaces. 8/10,"Reception was slow (over 30 mins) and lots of staff walked by rather than help staff member who was lost.  This obviously caused a problem with booking as we had problem at check out also.
Some staff had to be reminded by more than one guest to follow covid rules re masks.", 7.0 ,"
October 2020
"
"
Hotel
The Grand Burstin Hotel
","
The staff were so friendly especially Sally at front counter excellent service lovely lady ￼ also met Greg the head of m
",Loved the staff Sally on front counter was excellent and ;Graham head of maintenance could not do enough for us nothing was too much trouble,Love the views over the harbour, 10 ,"
July 2020
"
"
Hotel
The Grand Burstin Hotel
","
Dated
",The staff and location are good. Good for the price. ,"The rooms definitely need updating they’re very dated! The only issue we had was how freezing cold it was, even with heating on full blast all night we were cold. ", 6.0 ,"
March 2021
"
"
Hotel
The Grand Burstin Hotel
","
Passable
",Location and staff,The room was extremely cold and the duet was so thin I couldn’t sleep ., 5.0 ,"
February 2021
"
"
Hotel
The Grand Burstin Hotel
","
Good
","Close to the Eurotunnel, easy to travel with pets and good pricing.",Walls are very thin so noise can be an issue and the shower didn't work., 7.0 ,"
December 2020
"
"
Hotel
The Grand Burstin Hotel
","
Great value for money
","Staff very friendly ,it was my daughters birthday and they were very good to her. Only thing was in the restaurant the chief spent more time on his phone then any work .",The lack of service at breakfast. Have stayed plenty of times but this  time the service was not good at breakfast and it was not because they were busy as very quiet, 7.0 ,"
October 2020
"
"
Hotel
The Grand Burstin Hotel
","
Good value and lication
",All goid,Receptionist wasn’t very interested, 6.0 ,"
December 2020
"
"
Hotel
The Grand Burstin Hotel
","
Not a bad hotel for the money
","Clean rooms and spacious, pot luck as to which room you get but generally good rooms",The last room I stayed in was nr the front of the hotel and no wifi, 6.0 ,"
November 2020
"
"
Hotel
The Grand Burstin Hotel
","
Pleasant
",It was all closed,, 6.0 ,"
November 2020
"
"
Hotel
The Grand Burstin Hotel
","
Would stay again for work, as is really cheap and convenient. Would not stay if it was for a holiday
","Location perfect for our needs.
Easy to find.
Massive hotel.
Found great parking for our big van at the front of the hotel.
Unbelievably good value.","It is an old and tired building with over 500 rooms, so at the prices the hotel charges, do not expect luxury.
The only thing that was disappointing, was that the mattresses are plastic covered, so when the thin top sheet naturally slides away over the course of an evenings sleep, you wake up stuck to the plastic, which is awful.", 7.0 ,"
September 2020
"
"
Hotel
The Grand Burstin Hotel
","
Not bad
",The harbour view,Rude member off staff, 5.0 ,"
October 2020
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Exceptional
",Good food and friendly staff. Ease of parking as we had a 4x4 and trailer. Good value for money.,, 10 ,"
April 2019
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Another stay at Bridgewood
",Comfortable beds and pillows,Poor welcome - even after phoning ahead to ensure early check in we were reprimanded for arriving early and told the room may not be ready even though they weren’t overrun with visitors due to COVID and essential travel only allowed.  Not the welcome we expected!, 8.0 ,"
February 2021
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Okay
",all okay,"Covid controlled breakfast so nothing special (note, this is not the problem of the hotel, merely the situation)", 8.0 ,"
February 2021
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Very good
",Really good breakfast.. timely delivered,None , 8.0 ,"
January 2021
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Friendly - I would stay again if using it as a training facility.
","My stay was during a lockdown period, so all meals were pre ordered and brought to the room. Service was good and friendly, a couple of mistakes with the breakfast orders, but not worth complaining about (taking into account minimum staffing levels). Meals were nice and good value.","Difficult to say with facilities like gym etc not being available. I did have to get someone to check the toilet facilities that were being used during my training days there, which needed some attention (preferred to use my own room).", 7.0 ,"
November 2020
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
COVID stay for essential worker.  Depressing but that's life at the moment
","Pretty good for the price.  
Did not try the room service but looked fairly good.
I used to stay a lot about two years ago.  The room I was in had recently been refurbished and looked pretty good.  Could not comment on the other rooms but I would have though they were of the same standrd",Nothing to dislike, 8.0 ,"
January 2021
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Lovely, definitely will be back post COVID for the SPA facilities.
","The staff were extremely helpful. It was my first stay at Bridgewood manor, I was initially placed in a room on the first floor however as it was my first time travelling alone I was not comfortable in the room due to design and layout. The young lady in the reception moved me to a lovely room on the ground floor. Excellent customer service and beautiful rooms.",, 9.0 ,"
December 2020
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Very good
",😃,😩, 8.0 ,"
November 2020
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Always amazing 
",Loving the new decor,Nothing always a great hotel and staff are amazing., 9.0 ,"
October 2020
"
"
Hotel
Bridgewood Manor Hotel & Spa
","
Probably a far better experience after lockdown!
","Not easy staying at a hotel during Tier 4 lockdown - no facilities open (for obvious reasons).
The staff did their best under difficult circumstances.
Breakfast was exactly to order.","Wasn't informed that the room would not be made up -shock when I got back for my second night!
No one asked me if everything was alright -staff just going through the motions.
Very limited room service menu for dinner - unimpressed.", 7.0 ,"
November 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Exceptional
",Excellent Team!  Many thanks to Fay and Rachel and the Team for helping me with my trailer!!,"Absolutely no Breakfast and Dining at the restaurant due to Corona protocol, was very sad but understandable.", 10 ,"
July 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Good short stay, with a comfortable room and good room service.
",Good breakfast and room service good,"Car park charges, think this could be included in the room rate", 8.0 ,"
January 2021
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Great Service in a Super Location
","Warm cookie on arrival was fab
Team member who greeted me was excellent
Comfortable room",Shame the Hotel was locked down so little food and drink options, 9.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Good value for money
",Room and bed was good but the breakfast was awful,Breakfast wasnt very good standard, 7.0 ,"
November 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Good Hotel with spacious rooms.
",Evening Food was good and well presented albeit limited menus,"Breakfast was very limited in a brown cardboard box... 
Not very exciting.", 7.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Good value for money and we'll organised with Covid. 
","Warm cookie on entry of course 
Good size room 
Location. 
","Not being able to have a hot breakfast but that's not the hotels fault due to Covid. They are definately doing their best. 
Parking not included in rate. ", 8.0 ,"
December 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Good
",Room was nice and spacious,Parking facilities, 7.0 ,"
October 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
All in all a good clean safe stay.
",Considering we are in lockdown still a reasonable choice for take away breakfast.,Very hard mattress !, 8.0 ,"
November 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Great stay.
",Friendly staff and the room was perfect. ,COVID-19, 8.0 ,"
November 2020
"
"
Hotel
DoubleTree by Hilton Dartford Bridge
","
Superb
","The check-in was fast and smooth and the check-in assistant was very friendly. We booked a Queens room with two large double beds. This was very spacious and the beds were extremely comfortable.
We also booked breakfast which was very delicious and the extra safety measures due to covid-19 were really impressive. I would recommend to anymore",, 9.0 ,"
November 2020
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Exceptional
",The location was very convenient and it is wonderful that they allow pets.,, 10 ,"
January 2020
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Superb
","In COVID-19 times the staff and facilities were excellent, well done and thank you. ",We couldn't take the beds away with us.. , 9.0 ,"
March 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Superb
","Considering the times excellent stay
",Nothing to dislike, 9.0 ,"
December 2020
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Clean, friendly and handy for Eurotunnel terminal
","The hotel is very close to the Eurotunnel terminal, so it's easy to get an early start. 
Staff were really friendly, the hotel was very clean and strictly observing COVID regulations.  The breakfast that was offered was really excellent -  due to COVID regulations only a takeaway was allowed which I didn't' even expect. 
I was able to get a good sleep in the comfortable bed, which was great ready for the long drive to Switzerland the next day.",Everything was fine. I just needed somewhere to stay the night before catching the Eurotunnel next morning., 9.0 ,"
March 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Efficient, comfortable and friendly staff
",The stay was during covid times and necessary due to taking an early EuroTunnel train. The staff were super friendly and very efficient at check-in allowing me to go the room quickly and without interaction with others. The room had plenty of space and was quiet in prep for getting some rest before a long journey.,N/A, 9.0 ,"
January 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Just perfect
","Everything welcome from your staff 
Help with any requests for channel tunnel information and didection","The receptionist the cleaning the Service in restaurant 
The security 
Everybody was ready to help and assist", 9.0 ,"
February 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Late booking but very comfortable
","The hotel is in an excellent location for easy access to the tunnel for onward journey, also close supermarket and fuel Stations, Good carparking and safe animal friendly, the staff were extremely polite friendly, and informative, we had a very early start but we're provided with a very nice takeaway continental breakfast which included a hot drink",No negative comments, 9.0 ,"
February 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Room very clean, beds comfy, staff lovely and helpful 😀
",Clean. Convenient. ,Nothing , 9.0 ,"
February 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
Brilliant Staff
","Very friendly staff, great with my dog. He was totally spoilt by them. The hotel is 5 minutes from the euro tunnel and a lovely welcome after a long journey. The room was spotless and the bed was very comfortable. The room had everything needed. ",Nothing , 10 ,"
February 2021
"
"
Hotel
Holiday Inn Express Folkestone Channel Tunnel
","
really great place to stay
",great staff,, 9.0 ,"
February 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Exceptional
",We were pleasantly surprised to find a freestanding tub in our room.  The champagne room was fantastic.,My only complaint was that our room over looked the trash area. Otherwise the property and staff were amazing., 10 ,"
August 2019
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Comfortable and safe stay during what must be difficult times. Thank you.
",Covid safe measures in place are very reassuring and well managed.,The quality of meals were not to the usual high standard., 8.0 ,"
March 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
pleasure
",bathrooom -bed,, 10 ,"
February 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Superb
","Lovely spacious, comfortable room. Very comfy bed, huge windows overlooking sea.","Had to ask for towels, glass, mug, tea, coffee, milk etc as only set up for 1 guest rather than 2.", 9.0 ,"
February 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Great stay, well worth travelling a few extra miles to stay here!  You will not be disappointed!
",The staff are great at the Hythe Imperial Hotel.  They are working so hard at he hotel to make your stay as comfortable at the present time in the current COVID climate.  Jade and the team do a great job and really do a great job!,"Nothing to be improved - it's all top notch at the Hythe Imperial. Great team, great value for money", 10 ,"
February 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Great staff, a warm welcome even in these tricky Covid conditions. 
",,Staff really go out of their way to be friendly and look after you. , 10 ,"
January 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
SUPPER. THE CHANDELIER WAS OUT OF THIS WORLD.
","BED WAS COMFORTABLE, ROOM WAS GOOD  BUT COULD BE LARGER,",DAILY CLEAN AND BOTTLE WATER., 8.0 ,"
January 2021
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Room was great, bathrooms are great and the small sheds are a good addition during covid times
","The rooms are wonderful, this is a massive hotel has everything you could need for a short break","Unfortunately the champagne bar was closed no reason was given, it was my birthday and we had hoped to start the evening there. The dining hall was not my kind of place to eat, to bright and everyone well/over dressed for me", 10 ,"
October 2020
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Exceptional
","Wonderful stay as usual, the Imperial never let's us down. Clean rooms, friendly staff, felt very safe and fabulous rooms. Loved the idea of the sheds with heaters in the front of the hotel so there was extra space to meet family away from the bar. We will be back again.",, 10 ,"
November 2020
"
"
Hotel
Hythe Imperial Hotel, Spa & Golf
","
Brilliant stay
","The location is breathtaking, I didn’t realise that the hotel was right on the seafront. The room was beautiful. Large bed and brilliant shower. We had never stayed before so the lady at reception explained what to do if we wanted to make a reservation for dinner or breakfast and how the spa worked. However we didn’t use the spa facilities as we stayed just before the UK national lockdown. Will definitely be returning in the new year!",, 10 ,"
November 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Exceptional
","Nice and cosy place, looks nice and modern, polite staff,",Mini bar or night facility for refreshment drinks and wine would be nice, 10 ,"
April 2019
"
"
Hotel
Holiday Inn Sittingbourne
","
Good hotel. what you expect from a Holiday Inn
","Nice room, good service considering Covid issues. my dinner was fine but on the small side, one colleague said the same, the other said hers was too big....
Breakfast good although had to wait a while for it to be served for collection, so there were quite a few of us waiting in the lobby.
The reception staff kept disappearing, leaving a note to call a number as they had stepped away...",The car park needs better signage., 9.0 ,"
January 2021
"
"
Hotel
Holiday Inn Sittingbourne
","
Superb
",Great ,Location , 9.0 ,"
December 2020
"
"
Hotel
Holiday Inn Sittingbourne
","
Very good
",clean and modern big car park,cost for breakfast, 8.0 ,"
October 2020
"
