Hotel_Name,Review_Title,Review,Reviewer_Score,date
Santiago Resort,Santiago is the place to stay!,"We booked a night at the Santiago when we decided to extend our trip to Palm Springs for an extra day...and we are so happy that we did! Any trip back to Palm Springs will include the Santiago and I do not have enough nice things to say about the hotel. We host an AirBnB and take hospitality seriously, and the crew at the Santiago exceed expectations on all fronts. The managers, Bill and Kent could not have been nicer and provided a ton of local recommendations, and Bob was a gem of a human serving breakfast.  As gay travelers, you never know quite what the vibe will be at a resort targeting gay men, but the Santiago does an incredible job of creating a space that is welcoming and friendly, while maintaining a high-end/luxury environment. The grounds are quite nice and the newly",50,February 2021
Santiago Resort,Amazing Men's Resort in Palm Springs!,There is no better place to stay than Santiago. Kent is simply amazing. The entire staff is friendly and accommodating. The pool and grounds are beautiful. My partner and I have stayed there for over 20 years. There is no other place we will stay in Palm Springs!,50,February 2021
Santiago Resort,Perfect stay,"Great staff and amenities. Had an amazing time while visiting Palm Springs and staying at Santiago Resort. Room was great, and breakfast and lunch were delicious along with all the other snacks and beverages available.",50,January 2021
Days Inn by Wyndham Kent 84th Ave,Nice for a last minute trip,"Stayed here last month for a small event, the hotel was nice and clean and quiet. They were able to fit me in last minute on a Saturday which never happens! Workers were nice. Bed was super comfy. Hotel is close to a lot of businesses so I was able to get in some shopping done at the outlet mall before my next meeting. ",40,August 2020
Days Inn by Wyndham Kent 84th Ave,Great place!,The room was clean and the staff was great. The only thing that I could say negative was that the breakfast could have had more of a variety. Overall I would stay at this location again when I am traveling through the area. ,50,January 2020
Days Inn by Wyndham Kent 84th Ave,Superb hotel services,"My review is not based in one stay, is about more than a year stay inn. The front desk service is excellent, any room is very clean, the breakfast room is always spotless, for us is confortable, quiet, reliable, always smell nice and clean. they have security guard in a car all night, until now I do not have had any problem. I would like to recommend this hotel for my long time experience stayed.",50,December 2019
Days Inn by Wyndham Kent 84th Ave,Great place,"The best experience ever ,best breakfast best customer service,this is a great place to stay you wont be disapointed.the rooms were very nice and it was quite they hhave coffee makers and refrigerator in the room",50,November 2019
Days Inn by Wyndham Kent 84th Ave,"Extremely clean, very kind and polite owners",A very comfortable stay at a very clean hotel at a great rate! Highly recommend for the value.  It suited our needs for the location we needed.  We went to the Wasington State fair and needed accommodations that were not a total rip off.  ,50,September 2019
Ebury Hotel and Serviced Apartments,Lovely hotel to stay and explore Canterbury for a couple of days,"The Ebury hotel is only a 10 to 15 minute easy walk from the town centre. This hotel has character, wonderful staff, quality full English breakfast, lovely rooms and comfy beds. Excellent value for money.",50,October 2020
Ebury Hotel and Serviced Apartments,lovely visit would highly recommend,"Lovely Victorian hotel, staff are friendly and polite. Excellent breakfast, great value for money. Close to the centre of Canterbury so very handy for a weekend away!  Would definitely stay here again!",50,September 2020
Ebury Hotel and Serviced Apartments,Very sound but not perfect ,We stayed 2 nights in an attic twin room at £78 per night inc continental breakfast in room. The room was 3 flights up thus a challenge with bags although we were offered assistance. It was comfortable and clean. The shower and bath lacked water pressure thus 25 minutes to run a bath No shampoos provided sadly.   Car park useful and nice grounds. Location good for centre of Canterbury some 15 mind slow walk.   If I came again I would probably book an apartment in the grounds.  Staff h3lpful and friendly.,40,September 2020
Ebury Hotel and Serviced Apartments,little gem,"Stayed at this hotel recently for the night. They are still getting their act together post covid and could not offer meals, other than a very nice breakfast, continental, which we had in their beautiful gardens. Lovely hotel, very clean, rooms a good size with all the necessary amenities. Gardens are lovely and great to soak up the evening sun with a drink from their bar. Will definitely return and hopefully they will be up to speed soonest. close to the city centre, staff are accommodating, polite and very helpful with regards to local knowledge. Worth a visit.",40,August 2020
Ebury Hotel and Serviced Apartments,Cheap and cheerful place located just outside the town,"The reception staff friendly. Room average, spacious, clean, but definitely in need of a decor uplift. Great breakfast served to your door. Continental due to Covid-19 but a good selection. Great cheap overnight staff with plenty of parking.",30,July 2020
Chilston Park Hotel,Valentine’s meal,"Wow! We have just enjoyed a truly sumptuous meal! The scallops and bacon, with cauliflower purée and lobster sauce were exquisite. The chateaubriand,  melt in the mouth. Ordering and pick up were effortless. Thank you, it has made our night! I would heavily recommend that you try the takeaway menus on offer. We have had a few now and they have all been excellent quality and value for money. Also excellent bacon baps to take on a walk. A very contented Vic and Simon.",50,February 2021
Chilston Park Hotel,Takeaway Dinner for Two,We purchased three dinner dates for two so we could enjoy a surprise meal with our daughters and their husbands at New Year via Zoom. Collection was easy and Covid safe. The meals are presented in individual boxes and for fun we dressed appropriately to deliver them. Cooking instructions were simple and made it easy to enjoy the meal without being away too long from the table. All six of us thoroughly enjoyed the food. Well done Chilston Victor   Maidstone ,50,December 2020
Chilston Park Hotel,Afternoon tea,Had a lovely experience yesterday for afternoon tea. The food and Prosecco was good and the staff were very welcoming especially the two ladies that were on reception.   Definitely be back in summer time as the grounds were beautiful. ,50,October 2020
Chilston Park Hotel,Anniversary treat,"This hotel is beautiful.  The building is stunning and the interior is beautiful, the welcome is warm and the staff are very friendly and helpful.  The room we stayed in Evelyn - was amazing, large and very comfortable with a beautiful view of the gardens.  From the moment you walk through the door you feel at home and relax.  From a Covid perspective you felt safe instantly you walked through the door and their precautions were excellent.",50,October 2020
Chilston Park Hotel,Lovely afternoon te,Had afternoon tea at the hotel.  Pleasantly surprised. A very good tea.  A good selection of sandwiches and beautiful scones with plenty of clotted cream and jam.  The miniature cakes were divine especially the coffee eclairs.   Dietary requirements catered for.  Well worth a visit.,50,October 2020
Holiday Inn Ashford North A20,AMAZING HOTEL WITH AMAZING MORALS,"In the crisis of all the lorries being stuck over the Christmas period of 2020, a German driver reached out to me stating that all he was in desperate need of a shower. He had been stuck for 4 days. I saw that his location was right next to the holiday inn. I reached out to the holiday inn and explained that there was a driver and some colleagues that was stuck on the motorway, in need of a shower. The holiday inn did not hesitate to help these drivers freshen up. They also supplied Hot food, crisps, biscuits, fruit, and unlimited tea and coffee for them too. They even sent staff down to the motorway to inform the drivers of what services they are offering. The Manager Howard is so kind, and generous. He and his staff helped these drivers massively and brightened up their",50,December 2020
Holiday Inn Ashford North A20,Christmas 2019,"I stayed here with my mother over the Christmas period just gone as part of a package tour through Grand UK holidays.  The staff were very attentive, friendly and helpful and the rooms were nicely decorated and clean.   The food was good and plentiful and operated on a buffet system (apart from main meals like Christmas Day lunch).  There were one or two areas that needed a little bit of attention, but it's a busy hotel and wear and tear happens!  On the whole, a very good place to stay for a few days.",50,December 2019
Holiday Inn Ashford North A20,Useful hotel,"Stayed here again for an overnight before heading back to the Continent. Bit of a wait at reception because the only person on duty there was busy elsewhere, but not much of a problem for us.  The room was clean and spacious, but we were near the end of the wing closest to the motorway, so for the first time in all our stays here we had a bad night because of the traffic noise.  We were hoping to nip over to the pub across the parking for some dinner, but they were closed so we ended up using the hotel restaurant - the menu was a bit limited as they had run out of several things, but we both had a very good steak. Service at dinner was commendable - very friendly and nothing was too much trouble.  Breakfast was standard fare and did the job.Checkout was quick, efficient and",40,January 2020
Holiday Inn Ashford North A20,Good hotel for a stop-over,"Stayed here for one night prior to travelling to Switzerland by coach.  I was greeted by friendly and helpful reception staff, and allocated a large airy room with a big comfortable bed.  The room was equipped with tea & coffee making facilities, but no room safe or fridge. Internet in the room was good and the TV was connected to Sky. Bar food was a good value choice.  If not included in your booking, breakfast can be selected on booking-in at a worthwhile saving.",30,December 2019
Holiday Inn Ashford North A20,A delight,"Very friendly reception staff on arrival.After a 5 hour non stop journey this was a nice greeting.all staff very happy.room very clean,a good size and lovely and warm for December.we booked dinner in the restaurant and the food was good quality and well presented.Georgio was wonderful in the restaurant,great work ethic,very friendly and quick.we hope he goes into management one day ,a great asset for someone so young to a good team.Everyone seemed very happy.well done.",50,December 2019
Kent House B&B,Fabulous Holiday,"My autistic brother and his girlfriend stayed here again. They were extremely well looked after by the hosts, Lorainne and John. They love this little B&B. I am so grateful to the management for being so kind to him and making them so welcome.  Also the landlady telephoned me to say she had found his glasses and posted them the same day.",50,July 2019
Kent House B&B,Great experience,"I stayed in Kent house B&B for a business trip for 5 nights. John&Lorraine were very warm, friendly and  super helpful. I enjoyed staying with them, the room was very clean and well-maintained. Location was perfect. Definitely recommended! :)",50,June 2019
Kent House B&B,A very enjoyable stay at Kent House B&B,"I had a very enjoyable 4 night stay with Lorraine and John. They were excellent hosts; friendly, knowledgeable about the history of Cork City, helpful in advising on the places of interest to visit and the best places to eat out in. The house has so much character - it was even a police station at one time. It's near the railway station and a 5-10 walk from the City Centre and Bus Station. My room was clean and spacious; with a comfortable bed, nice en-suite with a great shower, small fridge, tea/coffee making facilities and a safe. Lorraine cooks a very tasty breakfast. I would definitely stay with Lorraine and John again when visiting Cork City. William",50,June 2019
Kent House B&B,Lovely welcome in pleasant surroundings ,A really friendly couple in a pleasant location. The room was spacious with a large bathroom and the train station is next door. We could actually see trains from our window. Little biscuits replenished each day and the breakfast was lovely and I dont like eggs so I even got an extra sausage without asking.  Would definitely stay again and an easy walk from the centre  ,50,March 2019
Kent House B&B,A Real Irish Welcome,"We went with a group of friends for a 60 birthday bash, we choose to stay and the Kent House B & B, and we are so glad we did.    The host were friendly welcoming, and helped us with finding places and recommending where to eat and see. They also helped with where some places were very hilly, i.e. the prison and suggest we get a taxi, so glad, think I might not have made it on foot. Breakfast was very tasty, and you could order slightly of the menu with out any problems.    When we return to Cork we hope there will be a place for us at the Kent House B and B,  looking forward to our return .",50,September 2018
London Beach Country Hotel & Spa,Lovely hotel great views.,We enjoyed our stay at London beach. The staff could not have been more helpful and the rooms were large and contained all the amenities you'd expect. A small issue with the invoice at checkout was well resolved and we will visit again.,50,October 2020
London Beach Country Hotel & Spa,A gem of a hotel,I stayed here with family for a long weekend.  The first thing that struck us was the relaxed nature of the setting; this place does not have that corporate hotel feeling about it.  The second thing that struck us was how helpful and friendly all the staff were.    The only downside was the very basic breakfast but this was explained to us before we arrived.  Notwithstanding this the hotel was able to cater for my wife who is gluten free.  She had a lovely fruit salad which she enjoyed.  We would definitely stay at this place again.,40,October 2020
London Beach Country Hotel & Spa,Our Golf Trip Away,"The London beach club hotel was excellent from start to finish right from the start of the booking and to the morning I walked out of the hotel they couldn’t be more helpful. The course was in great condition with some very challenging holes, the hotel rooms were a great size with a balcony view of the course I would highly recommend this for a great week end away. Fantastic. Martin C",50,October 2020
London Beach Country Hotel & Spa,Absolutely lovely !,"Everything about my stay was excellent,  from the lovely welcoming staff to the wonderful room ! Looking forward to an excuse to stay again! Despite it being covid at present everything was spotless, and all procedures in place.The view from the rooms balcony  was stunning there were no negatives at all.",50,October 2020
London Beach Country Hotel & Spa,Overnight stay with two rounds of golf,"We throughly enjoyed our stay,the staff were very helpful and friendly. We stayed in room 106 which was perfect for our needs, the room and the hotel was very clean Car parking is on site..  Due to the current situation, only a small continental breakfast was available, this was no problem. Again the spa was closed for the same reason.  We played the golf course twice,it was in good condition,and interesting.  We plan to stay here again when things return to normal",50,September 2020
Holiday Inn Express Canterbury,Chris,Really welcoming staff not in your face but always ready to help if you need anything.The hotel is very clean and tidy rooms are spot on the beds are comfy with the best pillows.The hotel is about 10 minutes to Canterbury and 70 minutes to London I was staying here for work and extended it as I felt relaxed.The hotel is next to a service station which is handy but just make sure you don’t drive past it believe your sat nav for once 5/5,50,December 2020
Holiday Inn Express Canterbury,"Good location, friendly staff, bit of noise from road","Room very nice.  Good TV although time consuming to get channels and undo silly setup from previous guest. Easy to get to.  Staff were super friendly. Breakfast was good they made changes due covid restrictions. There is a daily carpark charge which is a bit cheeky considering it is so rural,",50,September 2020
Holiday Inn Express Canterbury,Fantastic stay,Booked a room here for 3 a couple of days before visit. Very easy process online. When we came to the hotel there was lots of parking available. Once inside the staff were very hospitable and welcoming. The hotel itself was very clean and throughout our entire stay there was someone available at the reception. We were given our menus on arrival and asked if we needed anything else. The room had a double bed and a sofa bed and they had even provided a cot bed as we had the little one with us.  There was a hairdryer available in the room and an ironing board and iron. Everything was very clean. We went to the restaurant for our evening meal and the service and food was great. The beds were very comfortable and we had no issues. In the morning we had a packed breakfast but were,50,October 2020
Holiday Inn Express Canterbury,Short break to Canterbury,"It’s a budget hotel and we are aware of their typical limitations; fair few miles outside of the named town, pretty basic, etc. but we only wanted it as a base to explore the coastal area.   Was charged £3/night parking. Reasonable but don’t recall seeing that on the website???  Location off A2 through the petrol station doesn’t look great.   Doesn’t have a lift so have to carry luggage up stairs, could be an issue to some people.   We were in an odd numbered room on first floor (oddly though numbered in 200 range) which is at ‘rear’ of hotel and was quiet for traffic noise, even with window open. However, overlooking their maintenance yard and hum of some extraction/ventilation unit (?) wasn’t great.   Rooms are fine and comfy beds so tick those boxes. One paper cup each for",30,October 2020
Holiday Inn Express Canterbury,Can't fault *****,"Was really pleased how covid secure hotel was, lots of sanitizer stations at every doorway. Our room was spotless with great Wi-Fi that worked as it should. Stayed 3 days and at first got breakfast selected by us but given in takeaway bag - wrapped breakfast rolls but then changed to scrambled eggs, bacon & sausage. Totally recommend the chicken with peppercorn sauce for evening meal 💯. Restaurant open in evening with limited menu & social distancing observed. The staff really care about the customer and it shows. Chef came and asked if we were happy with meal and Dila on reception always had a smile and was asking if she could help with anything. Staff visable cleaning all the time. Will definitely return ",50,October 2020
Hotel Bristol,Excellent!,"Perfect location, magnificent views, professional and very friendly staff, delicious breakfast, comfortable, spacious and very clean rooms. Quality and hospitality in the old fashioned way!! I will be back for sure!!",50,October 2020
Hotel Bristol,Last minute trip,"We stayed at the Hotel Bristol for 5 nights in early October after another holiday was cancelled at short notice due to quarantine restrictions. We had a balcony room on 6th floor with amazing views over the Bay of Naples and Mount Vesuvius.   I have admired the hotel for a while and decided to stay there if/when we visited Sorrento. The views are spectacular, even better in reality than on the internet. The staff were fabulous, couldn’t have been more helpful and attentive.    Food at breakfast and dinner (were stayed on a B&B basis but chose to eat in the hotel on two evenings) was wonderful, especially the omelettes! The cocktails in the bar were also excellent.   The hotel arranged transfers to and from the airport for us at €80 each way. Our driver was brilliant and gave us",50,October 2020
Hotel Bristol,Perfecto!,"Recently returned from a really lovely week staying at the Hotel Bristol. We stayed there at fairly short notice after a holiday in Spain could not go ahead due to the ongoing pandemic. The hotel is spotlessly clean, our sea view room with balcony on the 8th floor was really spacious and with a magnificent view of Mount Vesuvius and the bay of Naples. Due to Covid Restrictions, meals were table service, including hot food at breakfast, with a queue system serving cold buffet In the mornings, which was very efficiently operated. The dining room has a beautiful view as does the bar which is really comfortable and spacious.  The staff were all very friendly and seemed to genuinely care that you were enjoying your stay. The hotel is around a 10 minute walk in to Sorrento, so very",50,October 2020
Hotel Bristol,Lovely 10 days in Hotel Bristol and Sorrento,Had a lovely 10 days here from 4-14th of September. Booked with TUI and flew with BA. All very easy with COVID practices in place. Thoroughly enjoyed our stay at the Bristol. Lovely bright room with amazing views across Sorrento and the Bay of Naples. Excellent food with breakfast and dinner from the restaurant also with stunning views - as the hotel is built up the cliff face there are views from everywhere!  Also excellent service from the restaurant team and concierge. Half board was a good choice. Pool is lovely too. Amazing original artwork on all the walls throughout the public areas - well worth exploring to see it all.   There is some traffic noise due to the location - the higher rooms are quieter. Not noisy at night with the balcony door closed.   Highly recommend a,50,September 2020
Hotel Bristol,Excellent ,"Visited Sorrento with Tui and booked this hotel as wanted views but also wanted to be in walking distance of Sorrento. We weren’t disappointed. The view from our balcony was stunning. Plus the restaurant view is equally good. The staff were excellent throughout whether it was the reception team, the Porter, the cleaning staff or the waiting staff in the restaurant. We chose half board and weren’t disappointed. The breakfast buffet had lots of choice and Luca was always happy to take your order for hot food. The poached eggs were perfect every time (I need tips!) and the Torte della nonna was beautiful - definitely recommend. In the evening there were 5 or 6 choices every day of starters, mains and dessert. Always something to suit everyone. The small hot chocolate cake was to",50,September 2020
Hotel Bristol,Definitely coming back! Absolutely outstanding location and service!,"The hotel Bristrol is located on the heart of Warsaw old city - walking distance to many of the city's attractions. We were greeted with a very warm smile at the check in desk and when I presented my passport the clerk spoke my native language. The staff went above and beyond to make us feel welcomed. Those small touches make a truly unparalleled 5 star's experience. We were celebrating a special moment and our room was upgraded to a junior suite - high floor with great front views, they also presented us with a bottle of prosecco and a note.  We ordered in room dining and the 3 courses dinner was tasty and impeccably served to fine dining standards.  The hotel building is an historical asset and the facade is stunningly beautiful. The lobby and rooms have their old charm but",50,January 2021
Hotel Bristol,A touch of  history,"Excellent hotel , staff very good , all in uniform very smart and professional , my room  was cosy with a  great bathroom ,didn,t  go into  the  restaurant but the Coffee & lunch Cafe was lovely quite old fashion , the old  town  just  down the road , i  believe the Germans used it as one of  their main  Headquarters during  the  War",50,December 2019
Hotel Bristol,Disappointed,"A dull reception hall, a boring set up in the dining hall, a boring breakfast and unmotivated staff in the restaurant. Rooms are ok, but bathrooms have a stupid glas door in front of the bathtub, no showers. Looks like the seventies, I tried it the first time but will not use it again.",30,September 2020
Hotel Bristol,"Amazing location, comfortable rooms and great restaurants/bar","If visiting Warsaw, particularly for the first time, there's no better place to stay than the Hotel Bristol.  Located adjacent to the Presidential Palace, it's a short walk into Old Town and some of the city's best shopping.  The rooms, while a little on the small side, are very comfortable, quiet and sparkling clean.  We had no issues during our three night stay and enjoyed the great service.  The Column Bar is a great spot to grab a cocktail and be sure to have breakfast or lunch in the Cafe Bristol (the schnitzel is excellent!).  A great and tasty souvenir is the Bristol Torte which comes in several sizes.",50,February 2020
Hotel Bristol,Outstanding,"Staying for one night with my wife and little one. Nice room with very comfortable bed and view for main Street. We had 3 course meal at Cafe Bristol.. and that is wonderful place with amazing interior and atmosfere. But food... Believe me that food was outstanding! You have to give a try! That was probably the best Żurek in my life, one of the best Salmon and great ice creams. I have been eating in Spain, Italy, Greece, England or Dominican Republic but Bristol's kitchen just jumped to my first 3 for sure. Give a payrise to you Chefs.  Waiters also very professional and kind. One of the ""must have to"" visit if you are in Warsaw. ",50,July 2020
Le Bristol Paris,WOW!!! HotelBully. Com is giving away FREE Stays!!!,"Soooo beautiful, super clean, quiet. The restaurant in the garden soooo delicious. I extremely recommended it. Only one thigh that you need to know it’s expensive maybe because we reserve it in the same day. Otherwise sooo nice experience Visited in September 2020",50,September 2020
Le Bristol Paris,Pure indulgence,"A week-end away in Paris for a birthday, everything was just exceptional...  From our arrival when Cristina  at Reception welcomed us and had the kindest attentions for the kids to the departure with Jean at Concierge looking after us until the last second...  The location is perfect with all the art galeries and the most amazing shops around.   The service is second to none but more important, the kindness of the staff: they are always ready to go the extra mile to make your stay special...  The room was beautiful, the bedding was just divine: I cannot remember the last time we had such a good sleep !  The amenities were just the sweetest for the kids who also had an amazing time at the kid's club and let's not forget the macaroons on arrival...to die for. The breakfast was",50,January 2020
Le Bristol Paris,Without a doubt the best hotel in Paris,"Everything at Le Bristol is perfection from start to finish. From the moment you set foot in the door, you are treated like what I can only describe as royalty, yet without pretention. I have stayed at Le Bristol both as a paying guest and for a work/press trip and the 5-star treatment has always",50,February 2020
Le Bristol Paris,Everything about this hotel is first class,"the Bristol hotel is the best hotel and a must-stay for sophisticated travelers. From the moment we walked in we were made very welcome. This hotel offers incredible five-star service: the rooms are spacious, clean and well equipped, with beautiful marble bathrooms and an large shower; about the room  the most striking details are the high quality smooth silk sheets which gave the perfect sleep after the after the long drive, the bed was just heaven; i travel a lot, but I've never had such a confortable bed and such soft and fresh linen; I chose this hotel for its superb location, within easy walking distance of everything i wanted to see; starting with the Louvre and its beautiful square, the Avenue des Champs-Élysées and other attractions of the French capital. I recommend it",50,December 2019
Le Bristol Paris,Two weeks in Paris in October 2020,"I have just completed a two-week stay at Le Bristol following an unavoidable work commitment in Paris. The hotel is on top form and was a wonderful home away from Lodon, Covid notwithstanding. I was accommodated in an exceptional, extremely large suite with a view of the Eiffel Tower, which had been arranged prior to my arrival with a convenient desk and surrounding working area. Naturally adjustments have had to be made to make the hotel Covid secure, but these are pretty unobtrusive and convenient kits were provided with masks, wipes and sanitiser. The staff from the doormen, through to the housekeeping and room service personnel were exceptionally friendly and efficient. The facilities are superb. Epicure remains one of the outstanding restaurants in Paris (the Bresse farm",50,October 2020
"Hotel Bristol, a Luxury Collection Hotel, Vienna",Graceful Stay,"We spent a week at the Bristol. Graceful is best word I can use. A stately structure, the staf's graceful treatment of guests was well appreciated. The restaurant was very good and welcoming for the birthday. It is located in centralVienna.",50,March 2020
"Hotel Bristol, a Luxury Collection Hotel, Vienna",Great old-school stay,"Was here for work - just for one night. I really enjoyed staying at the Bristol. I had a super old-school room, but it was very well-maintained, and comfortable. Also very quiet, due to the long corridor from the door to the bedroom, and the second door to shut off the bedroom.   Breakfast was fine - the buffet (remember those!) was a little busy, but food high quality.",40,December 2019
"Hotel Bristol, a Luxury Collection Hotel, Vienna",Gorgeous hotel in a very central location,"Our room overlooked the opera house and it was gorgeous- huge, beautifully decorated to preserve the old-school feel but very modern facilities. It's very centrally located- you can literally roll out of the hotel into every shop and restaurant and Christmas market imaginable . Highly recommend",50,November 2019
"Hotel Bristol, a Luxury Collection Hotel, Vienna",Superb hotel and good for gluten free (coeliac) diets,"Stayed here for 6 nights. Great location opposite the opera house. I have coeliac and the hotel breakfast catered perfectly for my needs. Food in the breakfast buffet was labelled, nearly all was gluten free, and I was given lovely varied bread and cake that was wrapped to avoid cross contamination. Superb high class hotel but relaxed in style with lovely staff who are friendly and helpful. This hotel met my needs almost perfectly. My only criticism is that my room got chilly when it was very windy as they hadn't got the radiators on. I'd stay there again without hesitation if visiting Vienna",40,September 2020
"Hotel Bristol, a Luxury Collection Hotel, Vienna",Such a treat (and the bar!),"From reception, to concierge, to the cleaning staff, we experienced a very welcoming, courteous, and professional team that always sought to go above-and-beyond in every interaction (without ever being overbearing).  Great detailed touches, like the super attentive turndown service, apple bowls on every floor, coffee in the lobby - the list goes on.  Did not try the restaurant, but we did enjoy nightcaps at the bar several times during our stay, which I highly recommend.  A bit like stepping back in time, with delicious cocktails by the very knowledgeable bartender.  The rooms were on the smaller side (as expected in historical hotels), but laid out well so as never to feel cramped, and with plenty of storage / closet space, plus every amenity we needed.  Floor-to-ceiling",50,March 2020
Hotel Bristol Geneve,Nice hotel near Mont Blanc bridge,"Enjoyed a nice weekend at this hotel. Very friendly staff at the front desk as well as at the restaurant. Nice room well insulated from the street, limited view on the lake from the superior room I had. Fitness and spa were nice and not busy, so quite nice to enjoy.",50,February 2021
Hotel Bristol Geneve,Fantastic Upgrade to 2 Duplex Suites,"Charming hotel in a fantastic location.  Walking distance to Jet L'eau, Clock Tower etc.  Traveled with my family of  (2 teens).  Booked online which gets you a complimentary upgrade.  Then, I called and emailed about a month before traveling and we were upgraded further when I requested a sofa area.  We had booked to classic rooms originally.  When we arrived, our deluxe rooms were not ready yet, so we were upgraded again to 2 duplex suites!  They were 2 floors each (with stairs) and interconnecting.  What a fantastic set up!  We traveled over Christmas, so it was nice to have space to spread out.  There is a small hotel bar and gym.  Overall, the hotel is smaller than some of the photos might suggest.  It must be connected to a residential building or another hotel.  But, it",50,December 2019
Hotel Bristol Geneve,A very nice hotel.,I was dissapointed with particulars due to Covid-19 but very pleased with the hotel otherwise. The refrigerator and the telephones were not working and there was no room service. The hotel is very nicely decorated.,40,December 2020
Hotel Bristol Geneve,"Quite simply a very good hotel, with perfect staff and reception...","Perfect place to stay: quietness, though on a large and noisy  street; kind and helpful staff, especially at  the reception desk, but also at the bar and    in the dining room. Good restaurant, inside. Wide and cosy bedroom...",50,August 2020
Hotel Bristol Geneve,Hotel Bristol - Geneve,Hotel very well located. By the lake and in the city center. Calm and peaceful environment. Ease of transport. The employees are friendly and helpful.  To consider on a next visit. I really liked it and recommend it,40,September 2020
The Bristol,60s chic,"Very upmarket stay and very 60s chic.  The room decor is slightly old fashioned though, if it was more modern or neutral this hotel would excel.  What made me laugh though was the use of Van Morrison quotes on the do not disturb signs.  I'm not sure if the chain management are aware of his views on the pandemic...   The in-room breakfast was exceptional.  Bed, room and amenities very comfortable and lovely views of the docks and the city if you're up high enough.  ",40,February 2021
The Bristol,mt d tate,"bristol business trip  during covid lockdown, rooms were nicely presentented, nicely placed in the centre of the city, hotel is modern fand friendly, the staff are very professional to reception to cleaning staff, ",50,November 2020
The Bristol,"Great location, excellent hotel",I stayed at The Bristol for business in December 2020 and I was delighted. A very friendly welcome from reception on arrival. All the Covid-19 protocols were clear and concise. A very comfortable bed and great shower. Delicious breakfast too. I would recommend.,50,December 2020
The Bristol,Good place to stay in the centre of Bristol,"Stayed for one night during lockdown.  Convenient city-centre location (though not easy to drive to as Bristol has changed all its road layouts recently).  Car park not easy to get in or out of in a large car (I managed to damage two of my alloys despite driving very slowly).  Room was clean and comfortable.  Room service dinner was so-so, but breakfaast was excellent.   Bed was very comfortable.  Be aware that the bathroom has a glass door (one of our pet hates).  Location was very quiet, but that was due to the city being deserted (I suspect it would normally be much louder, being opposite the main party area in Bristol).  Staff were welcoming and friendly.  All in all, a pretty decent place to stay for a night or two.",40,November 2020
The Bristol,"Great location, friendly service","Great stay.  The hotel is is an excellent location for the harbour area and for the centre of town.  Our classic room was good, although the bathroom was a little cramped.  Service was friendly and efficient, good breakfasts.",50,October 2020
Hotel Bristol,The best in Oslo,"Wonderful from we entered the hotel until we left after a wonderful breakfast :-) The room/suit, clean, nice staff, afternoon tea, wine etc etc Location, view to the castle and so much more to say, just perfect :-)",50,February 2021
Hotel Bristol,Fantastic service,"I was in town a couple of days for business. I had to change rooms due to a minor error in my first appointed room. This was fixed in minutes and I was upgraded as well. Fantastic service throughout the day providing facemasks, newspapers and an extremely relaxed and wonderful breakfast experience due to the excellent staff. Highly recommend using this hotel.",50,February 2021
Hotel Bristol,One of the better hotels in Oslo ,"Great hotel. We got a nice room, with a really comfortable bed and up to date tv/stereo.   The hotel provides quality amenities and our room also had a turn down service, which isn’t that normal to find in Oslo/Norway.  The hotel took necessary COVID measures, but still the breakfast was very good.   Friendly staff and good service.   Recommended!",50,December 2020
Hotel Bristol,Fantastic hotel,"We had an amazing experience in Bristol, from check in, through breakfast and to check-out, the staff were so friendly and professional. Very clean rooms with a unique style. Will definitely visit again because it was great value for money!",50,September 2020
Hotel Bristol,Room/wedding,"Bristol hotel, Where shall I start.  Great location, really pleasant and clean rooms, but the thing that makes this such a good place to stay are the staff. All of the people are incredibly helpful and generous with their time and advice. We celebrated our wedding, and even though wedding is a stressful time, the hotel made us relax. Decorations, food service everything was “perfect”! We got what we dreamt. The staff, where shall I start, they are the best! Especially Ponthus, who helped us with the wedding, he was so nice! We loved everything! Can’t wait to celebrate our anniversary here next year!",50,September 2020
The Bristol Hotel San Diego,The lost car,"I have been to this Hotel 3 times, and I have never had an issue. The Hotel is located in a great area and the rooms are very clean. This last weekend I was unfortunate to encounter an issue that disturbed me. The parking is costly (per night) and you would assume your car is safe and parked at the hotel, or I could have parked it myself and paid the same fee. It turns out that as I was checking out of my room, it took them 45 minutes to find my car. The poor young lady was dazzled and confused and you can see it in her eyes to where she was just avoiding me due to embarrassment. She went down to the garage and it was not there, soon after she came back up, with a puzzled look and told me that my car was parked down the street at a different location. I was already flustered",30,March 2021
The Bristol Hotel San Diego,Absolutely Beautiful! Great Location!,"The staff here were very friendly. The building itself is gorgeous and the rooms are quite whimsical. I actually liked that you are able to open the window slightly, just enough to let the breeze in.  I needed a last minute reservation and was able to find it here. If you enjoy walking this is the hotel for you. You're just over a half mile walking distance to Little Italy and the Gaslamp Quarters in downtown. If you have a car it might be a bit pricey since there is only valet available. Otherwise you can find street parking nearby. All in all I was very pleased and will make it my go to place when I visit San Diego.",50,March 2021
The Bristol Hotel San Diego,Great Stay,"Had a wonderful time at hotel,everyone I came into contact was great especially Rose and Chris. They are true ambassadors to your organization. The rooms were large and very well appointed thanks and I will be back",50,February 2021
